id,text,tags,created_at,modified_at,location,stream_ids,stream_names
000000000000000028960896,"#Ubuntu #Home #SVN via #zoneedit

Make a global home-svn.vyperlogix.com

Just make a static ip address for the VM and get over it !","SVN, Home, zoneedit, Ubuntu",2011-08-18 18:33:14.606000,2011-08-18 18:33:14.606000,,00000000000000000065c3f4,My Ideas
000000000000000028964781,"http://cutycapt.sourceforge.net/

 #imagesave #ruby #imagerender","imagesave, ruby, imagerender",2011-08-18 20:44:32.583000,2011-08-18 20:44:32.583000,,00000000000000000065c3f4,My Ideas
000000000000000028965229,"http://www.google.com/webhp?client=tablet-android-verizon&source=android-omnibox-instant&ion=1#hl=en&cp=9&gs_id=4&xhr=t&q=python+xenapi&qe=cHl0aG9uIHhl&qesig=cfNosJMeyuPpOc6VKceYbw&pkc=AFgZ2tn3RvpGW08RqAZOuxIQZTi4EsWNrdUp2XaE3XHsGdkOshc8k8PP2ze658Atz_cDSG8uJUzTUUsVSkarVUt75_oig-p_7w&pf=p&sclient=tablet-gws&client=tablet-android-verizon&tbo=d&site=webhp&source=hp&pbx=1&oq=python+xe&aq=0&aqi=g3&aql=&gs_sm=&gs_upl=&bav=on.2,or.r_gc.r_pw.&fp=7fd7157ec60733fd&ion=1&biw=1280&bih=800

 #python #xen #xenapi","python, xen, xenapi",2011-08-18 20:58:25.122000,2011-08-18 20:58:25.122000,,00000000000000000065c3f4,My Ideas
000000000000000028965434,"http://stackoverflow.com/questions/2745942/passing-variables-in-python-when-using-from-a-import

 #passing #python #import","python, import, passing",2011-08-18 21:08:17.349000,2011-08-18 21:08:17.349000,,00000000000000000065c3f4,My Ideas
000000000000000028965545,"http://stackoverflow.com/questions/142545/python-how-to-make-a-cross-module-variable

 #python #module #scope","python, scope, module",2011-08-18 21:12:10.016000,2011-08-18 21:12:10.016000,,00000000000000000065c3f4,My Ideas
000000000000000028965974,"http://labix.org/lunatic-python

 #lua #python","python, lua",2011-08-18 21:27:21.640000,2011-08-18 21:27:21.640000,,00000000000000000065c3f4,My Ideas
000000000000000028966061,"http://rubypython.rubyforge.org/

 #ruby #python","python, ruby",2011-08-18 21:29:48.507000,2011-08-18 21:29:48.507000,,00000000000000000065c3f4,My Ideas
000000000000000028966178,"http://pyssh.sourceforge.net/

 #python #ssh #paramiko","python, ssh, paramiko",2011-08-18 21:34:04.968000,2011-08-18 21:34:42.275000,,00000000000000000065c3f4,My Ideas
000000000000000028966247,"http://code.google.com/p/pipe-rpc/

 #python #ssh #rpc","python, rpc, ssh",2011-08-18 21:36:50.520000,2011-08-18 21:36:50.520000,,00000000000000000065c3f4,My Ideas
000000000000000028966274,"http://wiki.python.org/moin/ParallelProcessing

 #python #parallel #distributed","python, distributed, parallel",2011-08-18 21:38:17.632000,2011-08-18 21:38:17.632000,,00000000000000000065c3f4,My Ideas
000000000000000028966398,"http://stackoverflow.com/questions/3574965/question-about-starting-ssh-tunnel-using-python

 #python #ssh #tunnel","python, tunnel, ssh",2011-08-18 21:44:04.224000,2011-08-18 21:44:04.224000,,00000000000000000065c3f4,My Ideas
000000000000000028966454,"http://snipplr.com/view/48033/

 #python #ssh #paramiko ","python, ssh, paramiko",2011-08-18 21:46:45.333000,2011-08-18 21:46:45.333000,,00000000000000000065c3f4,My Ideas
000000000000000028966721,"http://www.google.com/webhp?client=tablet-android-verizon&source=android-omnibox-instant&ion=1#sclient=tablet-gws&hl=en&client=tablet-android-verizon&tbo=d&site=webhp&source=hp&q=ruby%20cron%20validation&pbx=1&oq=&aq=&aqi=&aql=&gs_sm=&gs_upl=&fp=7fd7157ec60733fd&ion=1&ion=1&bav=on.2,or.r_gc.r_pw.&fp=7fd7157ec60733fd&ion=1&biw=1280&bih=800

 #ruby #cron","cron, ruby",2011-08-18 22:00:12.118000,2011-08-18 22:00:12.118000,,00000000000000000065c3f4,My Ideas
000000000000000028966857,"http://code.activestate.com/recipes/577466-cron-like-triggers/

 #python #cron #crontab","python, cron, crontab",2011-08-18 22:06:45.433000,2011-08-18 22:06:45.433000,,00000000000000000065c3f4,My Ideas
000000000000000028966950,"http://evpnet.com/crontab.html

 #ruby #cron #crontab #javascript","cron, javascript, ruby, crontab",2011-08-18 22:10:27.273000,2011-08-18 22:10:27.273000,,00000000000000000065c3f4,My Ideas
000000000000000028967157,"http://www.novio.be/blog/?p=902

 #flex #as3 #cron #crontab ","as3, flex, cron, crontab",2011-08-18 22:21:00.600000,2011-08-18 22:21:00.600000,,00000000000000000065c3f4,My Ideas
000000000000000028967888,"http://www.secdev.org/projects/scapy/

 #python #spoof #scapy","python, spoof, scapy",2011-08-18 22:51:46.190000,2011-08-18 22:51:46.190000,,00000000000000000065c3f4,My Ideas
000000000000000028968054,"https://help.ubuntu.com/community/SettingUpGPFSHowTo

 #ubuntu #gpfs ","gpfs, ubuntu",2011-08-18 22:58:28.462000,2011-08-18 22:58:28.462000,,00000000000000000065c3f4,My Ideas
000000000000000028968100,"http://blog.newitfarmer.com/platform/linux/850/use-apt-get-on-redhat/

 #aptget #redhat #rhel ","aptget, redhat, rhel",2011-08-18 23:00:18.053000,2011-08-18 23:00:18.053000,,00000000000000000065c3f4,My Ideas
000000000000000028968294,"http://www.google.com/webhp?client=tablet-android-verizon&source=android-omnibox-instant&ion=1#sclient=tablet-gws&hl=en&client=tablet-android-verizon&tbo=d&site=webhp&source=hp&q=highcharts%20pdf%20export&pbx=1&oq=&aq=&aqi=&aql=&gs_sm=&gs_upl=&fp=7fd7157ec60733fd&ion=1&ion=1&bav=on.2,or.r_gc.r_pw.&fp=7fd7157ec60733fd&ion=1&biw=1280&bih=800

 #highcharts #export #pdf","pdf, export, highcharts",2011-08-18 23:08:41.158000,2011-08-18 23:08:41.158000,,00000000000000000065c3f4,My Ideas
000000000000000028968376,"http://www.google.com/webhp?client=tablet-android-verizon&source=android-omnibox-instant&ion=1#sclient=tablet-gws&hl=en&client=tablet-android-verizon&tbo=d&site=webhp&source=hp&q=python+svg+charts&pbx=1&oq=python+svg&aq=2&aqi=g3&aql=&gs_sm=c&gs_upl=0l0l3l1116l0l0l0l0l0l0l0l0ll0l0&bav=on.2,or.r_gc.r_pw.&fp=7fd7157ec60733fd&ion=1&biw=1280&bih=800

 #python #svg #charts","python, svg, charts",2011-08-18 23:11:53.770000,2011-08-18 23:11:53.770000,,00000000000000000065c3f4,My Ideas
000000000000000028968424,"http://www.google.com/webhp?client=tablet-android-verizon&source=android-omnibox-instant&ion=1

 #python #svg #charts #gae #googleappengine ","python, svg, gae, charts, googleappengine",2011-08-18 23:13:55.913000,2011-08-18 23:13:55.913000,,00000000000000000065c3f4,My Ideas
000000000000000028968455,"http://pypi.python.org/pypi/svg.charts

 #python #svg #charts #gae #googleappengine ","python, svg, gae, charts, googleappengine",2011-08-18 23:15:05.632000,2011-08-18 23:15:05.632000,,00000000000000000065c3f4,My Ideas
000000000000000028968554,"http://code.google.com/p/kosmosfs/

 #distributed #hadoop #python #filesystem","python, distributed, hadoop, filesystem",2011-08-18 23:16:48.498000,2011-08-18 23:16:48.498000,,00000000000000000065c3f4,My Ideas
000000000000000029185546,"http://mobile.tutsplus.com/tutorials/android/ndk-tutorial/

 #android #ndk","android, ndk",2011-08-19 19:13:11.491000,2011-08-19 19:13:11.491000,,00000000000000000065c3f4,My Ideas
000000000000000029185547,"http://amix.dk/blog/post/19471

 #python #memcached","python, memcached",2011-08-24 21:41:34.963000,2011-08-24 21:41:34.963000,,00000000000000000065c3f4,My Ideas
000000000000000029185640,"http://www.mongodb.org/pages/viewpage.action?pageId=132874

 #mongodb #optimization","mongodb, optimization",2011-08-24 21:44:22.910000,2011-08-24 21:44:22.910000,,00000000000000000065c3f4,My Ideas
000000000000000029185784,"http://www.peterbe.com/plog/speed-test-between-django_mongokit-and-postgresql_psycopg2

 #mongodb #performance","mongodb, performance",2011-08-24 21:49:31.540000,2011-08-24 21:49:31.540000,,00000000000000000065c3f4,My Ideas
000000000000000029392837,"http://www.clustrix.com/company/

 #bigdata #mysql #mongodb ","mongodb, bigdata, mysql",2011-08-24 21:54:59.851000,2011-08-24 21:54:59.851000,,00000000000000000065c3f4,My Ideas
000000000000000029392838,"http://asyncode.com/performance

 #python #optimization ","python, optimization",2011-08-24 22:02:27.446000,2011-08-24 22:02:27.446000,,00000000000000000065c3f4,My Ideas
000000000000000029191834,"download solr - Google Search
http://www.google.com/m?hl=en&gl=us&client=ms-android-verizon&source=android-launcher-widget&action=devloc&q=download+solr

 #hadoop #analytics #solr #bigdata","analytics, solr, hadoop, bigdata",2011-08-25 01:37:37.721000,2011-08-25 01:37:37.721000,,00000000000000000065c3f4,My Ideas
000000000000000029191872,"hadoop + solr - Google Search
http://www.google.com/m?gl=us&source=android-launcher-widget&client=ms-android-verizon&hl=en&devlocsession=off&aq=f&oq=&aqi=p1-k0d0t0&fkt=320&fsdt=12952&cqt=&rst=&htf=&his=&maction=&q=hadoop+%2B+solr&flip=0

 #Hadoop #solr #bigdata","solr, Hadoop, bigdata",2011-08-25 01:39:12.491000,2011-08-25 01:39:12.491000,,00000000000000000065c3f4,My Ideas
000000000000000029192176,"mchaput / whoosh / wiki / Home — Bitbucket
https://bitbucket.org/mchaput/whoosh/wiki/Home

 #python #whoosh #search ","python, search, whoosh",2011-08-25 01:49:31.346000,2011-08-25 01:49:31.346000,,00000000000000000065c3f4,My Ideas
000000000000000029192230,"Create Your Own Search Engine with Python
http://www.zackgrossbart.com/hackito/search-engine-python/

 #python #search ","python, search",2011-08-25 01:51:29.277000,2011-08-25 01:51:29.277000,,00000000000000000065c3f4,My Ideas
000000000000000029192305,"Building a Vector Space Search Engine in Python | Joseph Wilk
http://blog.josephwilk.net/projects/building-a-vector-space-search-engine-in-python.html

 #python #search #vector","python, search, vector",2011-08-25 01:53:42.211000,2011-08-25 01:53:42.211000,,00000000000000000065c3f4,My Ideas
000000000000000029192379,"Index of /download/stable
http://www.pytables.org/download/stable/

 #python #Pytables #bigdata #hadoop ","python, bigdata, Pytables, hadoop",2011-08-25 01:56:18.474000,2011-08-25 01:56:18.474000,,00000000000000000065c3f4,My Ideas
000000000000000029192876,"SolPython - Solr Wiki
http://wiki.apache.org/solr/SolPython

 #python #solr #hadoop #bigdata #search ","python, search, solr, hadoop, bigdata",2011-08-25 02:15:06.529000,2011-08-25 02:15:06.529000,,00000000000000000065c3f4,My Ideas
000000000000000029211845,"FuseOverAmazon - s3fs - FUSE-based file system backed by Amazon S3 - Google Project Hosting
http://code.google.com/p/s3fs/wiki/FuseOverAmazon

 #amazon #s3 #fuse #Ubuntu #filesystem ","s3, Ubuntu, amazon, fuse, filesystem",2011-08-25 15:27:07.158000,2011-08-25 15:27:07.158000,,00000000000000000065c3f4,My Ideas
000000000000000029220793,"Cheap SSL Certificates. Buy Trusted SSL Certs from $8.95/y & Save Big
http://www.cheapssls.com/?utm_source=wht&utm_medium=ppc&utm_term=n%2Fa&utm_content=%248.00%2BTrusted%2BSSL%2BCertificates%7CCheapSSLs%2B&utm_campaign=WHT%2BPPC%2B%231

#ssl #certs #cheapssl #verisign","ssl, certs, cheapssl, verisign",2011-08-25 20:34:08.830000,2011-08-25 20:34:08.830000,,00000000000000000065c3f4,My Ideas
000000000000000029353712,"http://www.pixel2pixeldesign.com/15-handy-css3-tools-resources/

#css3 #tools #html5 #html","css3, html, tools, html5",2011-08-29 16:49:58.720000,2011-08-29 16:49:58.720000,,00000000000000000065c3f4,My Ideas
000000000000000029365721,"http://www.landofdaniel.com/blog/2011/07/22/starting-ftp-server-in-os-x-lion/

#mac #ftpserver #ftp #server","ftp, mac, ftpserver, server",2011-08-29 23:41:39.749000,2011-08-29 23:41:39.749000,,00000000000000000065c3f4,My Ideas
000000000000000029512280,"OWC 1333DDR3S16P 16.0GB (8GBx2) PC3-10600 DDR3... in stock at OWC
http://eshop.macsales.com/item/Other%20World%20Computing/1333DDR3S16P/

#MacMini #16GB #iMac #RAM","RAM, MacMini, 16GB, iMac",2011-09-02 20:42:03.946000,2011-09-02 20:42:03.946000,,00000000000000000065c3f4,My Ideas
000000000000000029630982,#Autolytics #Django #Middleware interfaces with #Stackless #Python multi-threaded process that performs real-time aggregations via #Mongodb.,"Stackless, Autolytics, Python, Mongodb, Middleware, Django",2011-09-06 06:32:07.622000,2011-09-06 06:32:07.622000,,00000000000000000065c3f4,My Ideas
000000000000000029738279,"pyspeech - Python speech recognition and text-to-speech module for Windows - Google Project Hosting
http://code.google.com/p/pyspeech/

 #python #text #speech","python, text, speech",2011-09-08 20:50:41.094000,2011-09-08 20:50:41.094000,,00000000000000000065c3f4,My Ideas
000000000000000029738298,"dragonfly - Python-based speech recognition framework - Google Project Hosting
http://code.google.com/p/dragonfly/

 #python #text #speech ","python, text, speech",2011-09-08 20:51:34.622000,2011-09-08 20:51:34.622000,,00000000000000000065c3f4,My Ideas
000000000000000029738322,"Speech recognition in Windows using Python
http://surguy.net/articles/speechrecognition.xml

 #python #text #speech ","python, text, speech",2011-09-08 20:52:33.930000,2011-09-08 20:52:33.930000,,00000000000000000065c3f4,My Ideas
000000000000000029691616,"Kpi broken. Cannot add or delete. (Ray owns till fixed then pass off to Fred.)

Heat Maps!!!

Both due for next week.

Spark charts ? More than 3 months? 

Report delete?  Luis.  Limit delete to MyReports.

Data Segment. ?

Filter params?  Not ready!!! 

 #smithmicro  #09-07-2011 #scrum
","smithmicro, 09, scrum",2011-09-07 17:52:43.684000,2011-09-09 17:55:51.679000,,00000000000000000065c3f4,My Ideas
000000000000000029773510,"Sprint mnd expanded trial.
 400 users.

Sprint 1.0... work for I-Ching

MySQL diff for Fred.

Seed data for Analytics???

Ray is working on the portal, kpi remove, edit.

Luis is working on the portal data.

Get the portal working!!! 

 #smithmicro  #09-09-2011 #scrum
","smithmicro, 09, scrum",2011-09-09 17:56:56.420000,2011-09-09 18:09:06.948000,,00000000000000000065c3f4,My Ideas
000000000000000006669359,"
I need to know the name of the end-client or hiring company before my Resume can be sent to them for their review. Failure to do so may result in a double-submission.

Bay Area:  $80/hr c2c/1099 or $135k+.
CA other than Bay Area:  $95/hr c2c/1099
Remote Telecommute:  $55/hr c2c/1099

#Resume",Resume,2010-08-16 16:29:17.169000,2011-09-09 18:14:45.975000,,00000000000000000065c3f4,My Ideas
000000000000000029812447,"Top 10 Tips and Tricks for Ubuntu 11.04
http://blog.sudobits.com/2011/05/01/top-10-tips-and-tricks-for-ubuntu-11-04/

#ubuntu #tricks #tweaks","tweaks, tricks, ubuntu",2011-09-10 19:57:02.518000,2011-09-10 19:57:02.518000,,00000000000000000065c3f4,My Ideas
000000000000000029858650,"How can I get the Bridged IP address of a VirtualBox VM running in headless mode? - Server Fault
http://serverfault.com/questions/128685/how-can-i-get-the-bridged-ip-address-of-a-virtualbox-vm-running-in-headless-mode

#VirtualBox #VBox #API #how-can-i-get-the-bridged-ip-address-of-a-virtualbox-vm-running-in-headless-mode","VBox, API, VirtualBox, how",2011-09-12 03:20:20.242000,2011-09-12 03:20:20.242000,,00000000000000000065c3f4,My Ideas
000000000000000029923645,"6 Free Screen Savers for Mac OS X
http://osxdaily.com/2011/05/21/6-free-screen-savers-mac/

#mac #wallpaper","mac, wallpaper",2011-09-13 20:42:37.134000,2011-09-13 20:42:37.134000,,00000000000000000065c3f4,My Ideas
000000000000000029923688,"Deeper 1.4 Is Exclusive Mac OS X 10.7 Lion Tweaking Utility
http://www.addictivetips.com/mac-os/deeper-1-4-is-exclusive-mac-os-x-10-7-lion-tweaking-utility/

#mac #tweaker","mac, tweaker",2011-09-13 20:44:05.803000,2011-09-13 20:44:05.803000,,00000000000000000065c3f4,My Ideas
000000000000000029971884,"Elite-S DSL Sonic.net | Broadband ISP, Phone, TV & Hosting - DSL, Fusion, FlexLink Ethernet & T1 http://www.sonic.net/sales/broadband/dsl/elite_s_residential.shtml

#ISP #Sonic.Net","Sonic, ISP",2011-09-15 01:28:14.335000,2011-09-15 01:28:14.335000,,00000000000000000065c3f4,My Ideas
000000000000000030160389,"#Realtime #VirtualMachine #Public #Key #Encryption with multiple Keys (simultaneous)

#Fuse File System for Linux (Encryption with Compression) OR (Parallel File Systems each encrypted with a different Key pair).","VirtualMachine, Realtime, Encryption, Fuse, Key, Public",2011-09-20 04:58:50.227000,2011-09-20 04:58:50.227000,,00000000000000000065c3f4,My Ideas
000000000000000030211221,"http://lifehacker.com/5842094/speed-up-your-low+powered-pc-or-netbook-by-overclocking

#overclock #software-overclock","overclock, software",2011-09-21 14:44:20.500000,2011-09-21 14:44:20.500000,,00000000000000000065c3f4,My Ideas
000000000000000027127441,"How to Build a #Hackintosh Mini for a Less Expensive, Faster #Mac - Lifehacker
http://m.lifehacker.com/5815715/how-to-build-a-hackintosh-mini-for-less-than-600

http://tonymacx86.blogspot.com/2010/12/building-customac-customac-mini.html

http://lifehacker.com/5672051/how-to-build-a-hackintosh-mac-and-install-os-x-in-eight-easy-steps

http://lifehacker.com/5841604/the-always-up+to+date-guide-to-building-a-hackintosh

http://lifehacker.com/5815715/how-to-build-a-hackintosh-mini-for-less-than-600

","Mac, Hackintosh",2011-06-27 20:50:09.363000,2011-09-21 14:48:12.469000,,00000000000000000065c3f4,My Ideas
000000000000000029773933,"I need to know the name of the end-client or hiring company before my Resume can be sent to them for their review. Failure to do so may result in a double-submission.

Bay Area:  $80/hr c2c/1099 or $135k+.
CA other than Bay Area:  $95/hr c2c/1099
Remote Telecommute:  $55/hr c2c/1099

You can reach me M-F either 6 am to 10:00 am or 8 pm to 10 pm via 415-314-5967 (direct cell upon schedule).  All times are PST/PDT or GMT-7/8 as applicable. You can also reach me via email during the day during times when I might not wish to speak on the telephone.

Available:  2 weeks or less from acceptance of assignment and paperwork has been signed and vetting process is compete.

All I need is the opportunity to get my foot in the door without being faced with those who cannot believe without proof when there can be no proof until I am hired.

Programming tests are a huge bore...

Overly simplistic coding exorcises on a whiteboard are demeaning...

Pair Programming is a complete waste of my professional time and talent...

Code Reviews are useful only to limit what I might do to the skill level of those who might be asked to look at my code...

Hoping this makes sense.

The kinds of problems I routinely knock out of the park, so to speak, are the kinds of problems your typical run-of-the-mill programmer won't be able to begin to deal with... 

Case in point, Hyper-Fast Geotagging for BigData (HADOOP) without the need for any trig functions (aka Haversine, this is not the replacement of certain trig functions with their non-trig analogs) - this is a big deal for BigData shops that want to do something with their PetaBytes of Geotagged data... You won't get any useful information from Google in this regard. In fact, almost nobody else has solved this problem in the exact specific manner that I have let alone even be aware of it other than to replace trig functions with non-trig analogs... I developed a useful working algorithm right off the top of my head... and it works ! When I say ""Hyper-Fast"" I mean really fast as-in ""man, that was fast..."". But then when you have 10+ terabytes of data to sift through quickly and you want to splash some data onto a Map using GPS Coordinates you need a Hyper-Fast method for determining exactly which 30 foot by 40 foot area each data element is associated with; this also works with larger areas, for instance - the size of the area is not important and does not have any impact on the performance of my method. (Please don't ask for a Tutorial or detailed explanation of my technique... spend some time learning what Haversines are and how to locate data elements with a region on a map - sounds simple until you have to sift through millions or billions of rows of data...)

Additionally, I have created a Real-Time Method for performing Data Aggregations for BigData. The amount of data is NOT important for this method for any case other than the initial scan to collect the initial Data Aggregation Set. This is a big deal for Analytics, obviously.

Let's not gloss-over the value in being able to make BigData handle data FAST !!!  

Also let's not gloss-over my technical skills... very few software design houses can push complete software products from start to finish in less than 6 months however I was able to do this for AmazingFacts.Org (1 Product on 2 Platforms, Windows and Mac, in 2 Languages, Spanish and English, in less than 4 months based on a completely functional prototype that came together during the initial 30 hours... Obviously I like to reward those who can engage me based on a minimal process rather than those who require proof based on how I might talk about what I do...)

Let's talk about Mobile Development for Android and iOS. Android is the winner and Apple is playing catch-up. My idea of Mobile Development is a reusable Framework for Android and iOS that allows me to deploy the same core code to Android of iOS with a matching App for the Desktop and I mean ALL Desktops (Windows + Mac + Linux) using the same core code with Native Look and Feel for every deployment and Native code for Android and iOS. I go one step further by leveraging the Cloud for Distributed Processing and Distributed Data. This allows my customers to go Mobile when they want to and Desktop when they want to all using the same data with seamless transition from Mobile to Desktop and back.

Let's talk about Cloud Computing... I like to leverage the Google App Engine (GAE) because I can do so at virtually NO COST by blending-in a number of Cloud-based Service Providers including but not limited to Amazon EC2 (great for low-cost VM-based distributed-data distributed-computing needs) and others. In more than 2+ years I have never had to pay for my use of GAE. I also like to use a standard Cloud Processing Framework I can deploy everywhere using the same core code with only minor modifications based on the specific platform of choice whether that be GAE or Amazon EC2.

Let's talk Virtualization... I like to deploy robust Linux-based servers and systems that leverage Virtualization to the extent possible. The proper use of Virtualization can make deployments both easier and more robust. Red Hat Enterprise Linux (RHEL) forms the base of all my preferred systems mixed with XenServer and XenCenter or the like because as we all know one server can do many things and Virtualization makes big servers run like a bunch of smaller servers all working together. Virtualization also makes all my own deployments more robust as flexible by empowering me to cruise ahead to the next solution and the next set of very happy customers.

Greater San Francisco Bay Area, between and including San Jose and Sacramento only !

Bay Area:  $80/hr c2c/1099 or $135k+.
CA other than Bay Area:  $95/hr c2c/1099
Remote Telecommute:  $55/hr c2c/1099

Open to remote telecommute for assignments outside my preferred geographic area.

Python/Django/Android/jQuery/JavaScript/Flex/AS3/Ruby/RoR/Rails/PHP/HTML/CSS/SalesForce/Visual Force/Apex/Google App Engine/Amazon EC2/Virtualization (That's right, all of them...)

SalesForce.Com Evangelist since 2003.

Python Evangelist since 2004.

ColdFusion Evangelist 1999-2006.

Flash/Flex RIA Evangelist since 1999.

Google App Engine Evangelist since April 2008.

Amazon AWS/EC2/S3, et.al. Evangelist since 2005.

If you want to know what I can do just engage me on a professional basis or read about it here:  

PDFXporter Project Diary :: Rapid Project Start-Up :: Day #1 (http://raychorn.Wordpress.com)

The way I develop my own Apps causes my effective bill rate about 10% or less of whatever would be paid to anyone else who might be asked to do the same level of work.  I seek to exceed the expectations of those who engage me and I always hit that mark with flying colors.  Just ask the folks at AmazingFacts.Org for whom I developed 1 Product for Windows and Mac in English and Spanish in under 4 months with a fully functional prototype in 30 hours.  These days I am completing my first Android App in 2-3 weeks with more Apps to follow at the rate of 1 per week or 1 per weekend.  My Android Apps will have a matching Desktop App for Windows, Mac and Linux using the same core code with a slightly different look and feel for the traditional Desktop versions.  All I need is a reason to complete an App for virtually any Platform - see code samples here:  Www.VyperLogix.Com and raychorn.wordpress.com and here.  As you can see, my technology choices are second to none !

I have found numerous methods for reducing the cost of SalesForce.Com usage fees by removing certain processing limits under programmatic control which is also known as the proper use of skill and experience as a skilled software engineer. I can do the same thing for any system I might take the time to use.

I have found numerous methods for reducing the cost of Google App Engine usage fees through careful programmatic manipulation which is also known as the proper use of skill and experience as a skilled software engineer. I can do the same thing with any system I might take the time to learn and use.

You can reach me M-F either 7 am to 9:00 am or 8 pm to 10 pm via 415-314-5967 (direct cell).  All times are PST/PDT or GMT-7/8 as applicable. You can also reach me via email during the day during times when I might not wish to speak on the telephone.

Let's get connected via http://www.linkedin.com/in/raychorn.

See also: http://RayCHorn.com for more...

#ResumeThe kinds of problems I routinely knock out of the park, so to speak, are the kinds of problems your typical run-of-the-mill programmer won't be able to begin to deal with... Case in point, Hyper-Fast Geotagging for Big Data (HADOOP) without the need for any trig functions (aka Haversine) - this is a big deal for Big Data shops who want to do something with their Geotagged data... might not matter to anyone else. You won't get any useful information from Google in this regard. In fact, there is no real source available via Google to help anyone solve this issue... I developed a useful working algorithm right off the top of my head... and it works ! Also when I say ""Hyper-Fast"" I mean really fast as-in ""man, that was fast..."". But then when you have 10+ terabytes of data to sift through quickly and you want to splash some data onto a Map based on GPS Coordinates you need a Hyper-Fast method for determining exactly which 30 foot by 40 foot area each data element is associated with; this also works with larger areas like 2 miles by 2 miles, for instance - the size of the area is not important and does not have any impact on the performance of my method.
Greater San Francisco Bay Area, between and including San Jose and Sacramento only !

Open to remote telecommute for assignments outside my preferred geographic area.

Python/Django/Android/jQuery/JavaScript/Flex/AS3/Ruby/RoR/Rails/PHP/HTML/CSS/SalesForce/Visual Force/Apex/Google App Engine (That's right, all of them...)

I need to know the name of the end-client or hiring company before my Resume can be sent to them for their review.

SalesForce.Com Evangelist since 2003.

Python Evangelist since 2004.

ColdFusion Evangelist 1999-2006.

Flash/Flex RIA Evangelist since 1999.

Google App Engine Evangelist since April 2008.

Amazon AWS/EC2/S3, et.al. Evangelist since 2005.

If you want to know what I can do just engage me on a professional basis or read about it here:  

PDFXporter Project Diary :: Rapid Project Start-Up :: Day #1 (http://raychorn.Wordpress.com)

The way I develop my own Apps causes my effective bill rate about 10% or less of whatever would be paid to anyone else who might be asked to do the same level of work.  I seek to exceed the expectations of those who engage me and I always hit that mark with flying colors.  Just ask the folks at AmazingFacts.Org for whom I developed 1 Product for Windows and Mac in English and Spanish in under 4 months with a fully functional prototype in 30 hours.  These days I am completing my first Android App in 2-3 weeks with more Apps to follow at the rate of 1 per week or 1 per weekend.  My Android Apps will have a matching Desktop App for Windows, Mac and Linux using the same core code with a slightly different look and feel for the traditional Desktop versions.  All I need is a reason to complete an App for virtually any Platform - see code samples here:  Www.VyperLogix.Com and raychorn.wordpress.com and here.  As you can see, my technology choices are second to none !

I have found numerous methods for reducing the cost of SalesForce.Com usage fees by removing certain processing limits under programmatic control which is also known as the proper use of skill and experience as a skilled software engineer. I can do the same thing for any system I might take the time to use.

I have found numerous methods for reducing the cost of Google App Engine usage fees through careful programmatic manipulation which is also known as the proper use of skill and experience as a skilled software engineer. I can do the same thing with any system I might take the time to learn and use.

Available:  2 weeks or less from acceptance of assignment and paperwork has been signed and vetting process is compete.

Anybody can solve the simple problems... no questions, but then anybody can get themselves into having to resolve those simple problems. I seek to avoid the problems completely... there is a difference.

Let's get connected via http://www.linkedin.com/in/raychorn.

See also: http://RayCHorn.com for more...

#Resume","ResumeThe, Resume",2011-09-09 18:13:57.236000,2011-09-22 15:35:49,,00000000000000000065c3f4,My Ideas
